,code,signal_date
10,000021.SZ,2013-04-30
14,000027.SZ,2013-04-30
32,000089.SZ,2013-04-30
40,000159.SZ,2013-04-30
45,000402.SZ,2013-04-30
53,000425.SZ,2013-04-30
56,000429.SZ,2013-04-30
57,000488.SZ,2013-04-30
63,000521.SZ,2013-04-30
68,000528.SZ,2013-04-30
125,000685.SZ,2013-04-30
132,000707.SZ,2013-04-30
141,000729.SZ,2013-04-30
150,000756.SZ,2013-04-30
159,000782.SZ,2013-04-30
171,000807.SZ,2013-04-30
192,000876.SZ,2013-04-30
193,000877.SZ,2013-04-30
205,000900.SZ,2013-04-30
207,000903.SZ,2013-04-30
211,000910.SZ,2013-04-30
216,000919.SZ,2013-04-30
220,000930.SZ,2013-04-30
226,000951.SZ,2013-04-30
230,000965.SZ,2013-04-30
237,000978.SZ,2013-04-30
245,000990.SZ,2013-04-30
253,002001.SZ,2013-04-30
287,002042.SZ,2013-04-30
290,002045.SZ,2013-04-30
301,002060.SZ,2013-04-30
319,002082.SZ,2013-04-30
321,002088.SZ,2013-04-30
325,002092.SZ,2013-04-30
347,002122.SZ,2013-04-30
362,002147.SZ,2013-04-30
371,002156.SZ,2013-04-30
398,002202.SZ,2013-04-30
400,002204.SZ,2013-04-30
402,002206.SZ,2013-04-30
407,002212.SZ,2013-04-30
445,002263.SZ,2013-04-30
459,002280.SZ,2013-04-30
462,002283.SZ,2013-04-30
487,002315.SZ,2013-04-30
499,002328.SZ,2013-04-30
501,002330.SZ,2013-04-30
507,002337.SZ,2013-04-30
533,002366.SZ,2013-04-30
545,002380.SZ,2013-04-30
549,002386.SZ,2013-04-30
550,002387.SZ,2013-04-30
556,002393.SZ,2013-04-30
562,002399.SZ,2013-04-30
565,002402.SZ,2013-04-30
568,002406.SZ,2013-04-30
574,002413.SZ,2013-04-30
586,002427.SZ,2013-04-30
591,002432.SZ,2013-04-30
593,002434.SZ,2013-04-30
606,002449.SZ,2013-04-30
636,002483.SZ,2013-04-30
640,002487.SZ,2013-04-30
648,002495.SZ,2013-04-30
657,002504.SZ,2013-04-30
664,002515.SZ,2013-04-30
671,002523.SZ,2013-04-30
675,002528.SZ,2013-04-30
683,002536.SZ,2013-04-30
684,002537.SZ,2013-04-30
686,002539.SZ,2013-04-30
717,002574.SZ,2013-04-30
719,002576.SZ,2013-04-30
724,002582.SZ,2013-04-30
727,002585.SZ,2013-04-30
735,002593.SZ,2013-04-30
743,002602.SZ,2013-04-30
753,002614.SZ,2013-04-30
761,002623.SZ,2013-04-30
763,002626.SZ,2013-04-30
768,002631.SZ,2013-04-30
781,002647.SZ,2013-04-30
812,300030.SZ,2013-04-30
815,300033.SZ,2013-04-30
827,300046.SZ,2013-04-30
830,300050.SZ,2013-04-30
832,300052.SZ,2013-04-30
853,300077.SZ,2013-04-30
854,300078.SZ,2013-04-30
857,300082.SZ,2013-04-30
864,300095.SZ,2013-04-30
870,300102.SZ,2013-04-30
875,300107.SZ,2013-04-30
891,300125.SZ,2013-04-30
902,300138.SZ,2013-04-30
912,300150.SZ,2013-04-30
915,300153.SZ,2013-04-30
920,300158.SZ,2013-04-30
922,300160.SZ,2013-04-30
927,300165.SZ,2013-04-30
929,300167.SZ,2013-04-30
938,300178.SZ,2013-04-30
944,300184.SZ,2013-04-30
954,300194.SZ,2013-04-30
965,300206.SZ,2013-04-30
968,300209.SZ,2013-04-30
970,300211.SZ,2013-04-30
982,300223.SZ,2013-04-30
991,300233.SZ,2013-04-30
1011,300254.SZ,2013-04-30
1023,300269.SZ,2013-04-30
1031,300277.SZ,2013-04-30
1047,600006.SH,2013-04-30
1061,600028.SH,2013-04-30
1073,600051.SH,2013-04-30
1097,600098.SH,2013-04-30
1142,600183.SH,2013-04-30
1145,600189.SH,2013-04-30
1158,600210.SH,2013-04-30
1161,600216.SH,2013-04-30
1189,600268.SH,2013-04-30
1190,600269.SH,2013-04-30
1210,600295.SH,2013-04-30
1212,600298.SH,2013-04-30
1214,600303.SH,2013-04-30
1216,600308.SH,2013-04-30
1218,600310.SH,2013-04-30
1224,600321.SH,2013-04-30
1225,600322.SH,2013-04-30
1235,600350.SH,2013-04-30
1241,600361.SH,2013-04-30
1248,600370.SH,2013-04-30
1252,600375.SH,2013-04-30
1256,600380.SH,2013-04-30
1281,600425.SH,2013-04-30
1289,600449.SH,2013-04-30
1290,600456.SH,2013-04-30
1293,600461.SH,2013-04-30
1301,600480.SH,2013-04-30
1317,600500.SH,2013-04-30
1323,600508.SH,2013-04-30
1339,600529.SH,2013-04-30
1344,600536.SH,2013-04-30
1349,600548.SH,2013-04-30
1351,600551.SH,2013-04-30
1354,600558.SH,2013-04-30
1365,600580.SH,2013-04-30
1380,600601.SH,2013-04-30
1383,600606.SH,2013-04-30
1401,600641.SH,2013-04-30
1402,600642.SH,2013-04-30
1412,600657.SH,2013-04-30
1417,600665.SH,2013-04-30
1437,600704.SH,2013-04-30
1449,600736.SH,2013-04-30
1458,600755.SH,2013-04-30
1489,600815.SH,2013-04-30
1495,600825.SH,2013-04-30
1497,600827.SH,2013-04-30
1504,600835.SH,2013-04-30
1529,600881.SH,2013-04-30
1530,600883.SH,2013-04-30
1534,600888.SH,2013-04-30
1559,600992.SH,2013-04-30
1565,601001.SH,2013-04-30
1572,601028.SH,2013-04-30
1582,601113.SH,2013-04-30
1591,601168.SH,2013-04-30
1598,601216.SH,2013-04-30
1608,601333.SH,2013-04-30
1620,601607.SH,2013-04-30
1621,601616.SH,2013-04-30
1625,601666.SH,2013-04-30
1628,601677.SH,2013-04-30
1629,601678.SH,2013-04-30
1646,601857.SH,2013-04-30
1647,601872.SH,2013-04-30
1649,601880.SH,2013-04-30
1652,601890.SH,2013-04-30
1664,601992.SH,2013-04-30
1675,000016.SZ,2014-04-30
1681,000027.SZ,2014-04-30
1707,000157.SZ,2014-04-30
1711,000338.SZ,2014-04-30
1713,000401.SZ,2014-04-30
1718,000417.SZ,2014-04-30
1719,000418.SZ,2014-04-30
1722,000422.SZ,2014-04-30
1724,000425.SZ,2014-04-30
1740,000528.SZ,2014-04-30
1758,000560.SZ,2014-04-30
1761,000564.SZ,2014-04-30
1777,000601.SZ,2014-04-30
1781,000616.SZ,2014-04-30
1782,000619.SZ,2014-04-30
1784,000623.SZ,2014-04-30
1787,000630.SZ,2014-04-30
1796,000656.SZ,2014-04-30
1799,000666.SZ,2014-04-30
1812,000703.SZ,2014-04-30
1824,000728.SZ,2014-04-30
1825,000729.SZ,2014-04-30
1826,000731.SZ,2014-04-30
1836,000756.SZ,2014-04-30
1845,000780.SZ,2014-04-30
1852,000791.SZ,2014-04-30
1853,000792.SZ,2014-04-30
1866,000825.SZ,2014-04-30
1870,000839.SZ,2014-04-30
1878,000876.SZ,2014-04-30
1879,000877.SZ,2014-04-30
1880,000881.SZ,2014-04-30
1902,000919.SZ,2014-04-30
1907,000930.SZ,2014-04-30
1910,000937.SZ,2014-04-30
1912,000948.SZ,2014-04-30
1915,000961.SZ,2014-04-30
1916,000962.SZ,2014-04-30
1942,002001.SZ,2014-04-30
1988,002060.SZ,2014-04-30
2022,002106.SZ,2014-04-30
2033,002122.SZ,2014-04-30
2040,002133.SZ,2014-04-30
2053,002154.SZ,2014-04-30
2066,002177.SZ,2014-04-30
2088,002204.SZ,2014-04-30
2090,002206.SZ,2014-04-30
2095,002212.SZ,2014-04-30
2135,002263.SZ,2014-04-30
2151,002283.SZ,2014-04-30
2184,002323.SZ,2014-04-30
2201,002343.SZ,2014-04-30
2220,002365.SZ,2014-04-30
2234,002380.SZ,2014-04-30
2242,002389.SZ,2014-04-30
2246,002393.SZ,2014-04-30
2252,002399.SZ,2014-04-30
2259,002406.SZ,2014-04-30
2266,002413.SZ,2014-04-30
2272,002422.SZ,2014-04-30
2280,002430.SZ,2014-04-30
2298,002449.SZ,2014-04-30
2310,002463.SZ,2014-04-30
2320,002474.SZ,2014-04-30
2330,002485.SZ,2014-04-30
2336,002493.SZ,2014-04-30
2361,002526.SZ,2014-04-30
2368,002533.SZ,2014-04-30
2369,002534.SZ,2014-04-30
2371,002536.SZ,2014-04-30
2372,002537.SZ,2014-04-30
2376,002541.SZ,2014-04-30
2380,002545.SZ,2014-04-30
2392,002558.SZ,2014-04-30
2406,002576.SZ,2014-04-30
2413,002585.SZ,2014-04-30
2421,002593.SZ,2014-04-30
2429,002601.SZ,2014-04-30
2463,002638.SZ,2014-04-30
2472,002647.SZ,2014-04-30
2554,300033.SZ,2014-04-30
2566,300046.SZ,2014-04-30
2592,300077.SZ,2014-04-30
2594,300079.SZ,2014-04-30
2596,300082.SZ,2014-04-30
2612,300102.SZ,2014-04-30
2645,300138.SZ,2014-04-30
2656,300150.SZ,2014-04-30
2658,300152.SZ,2014-04-30
2659,300153.SZ,2014-04-30
2663,300158.SZ,2014-04-30
2688,300185.SZ,2014-04-30
2692,300189.SZ,2014-04-30
2696,300193.SZ,2014-04-30
2708,300209.SZ,2014-04-30
2770,300277.SZ,2014-04-30
2821,300333.SZ,2014-04-30
2828,300340.SZ,2014-04-30
2849,600006.SH,2014-04-30
2866,600030.SH,2014-04-30
2867,600031.SH,2014-04-30
2869,600035.SH,2014-04-30
2885,600062.SH,2014-04-30
2889,600068.SH,2014-04-30
2923,600128.SH,2014-04-30
2926,600141.SH,2014-04-30
2929,600150.SH,2014-04-30
2934,600160.SH,2014-04-30
2936,600166.SH,2014-04-30
2950,600188.SH,2014-04-30
2958,600199.SH,2014-04-30
2963,600210.SH,2014-04-30
2966,600216.SH,2014-04-30
2969,600226.SH,2014-04-30
2970,600227.SH,2014-04-30
2974,600233.SH,2014-04-30
2976,600237.SH,2014-04-30
2988,600267.SH,2014-04-30
2989,600268.SH,2014-04-30
2990,600269.SH,2014-04-30
3009,600298.SH,2014-04-30
3012,600308.SH,2014-04-30
3014,600310.SH,2014-04-30
3019,600321.SH,2014-04-30
3022,600325.SH,2014-04-30
3036,600353.SH,2014-04-30
3037,600356.SH,2014-04-30
3050,600376.SH,2014-04-30
3057,600386.SH,2014-04-30
3074,600410.SH,2014-04-30
3079,600425.SH,2014-04-30
3089,600456.SH,2014-04-30
3095,600467.SH,2014-04-30
3098,600470.SH,2014-04-30
3109,600488.SH,2014-04-30
3112,600491.SH,2014-04-30
3140,600528.SH,2014-04-30
3141,600529.SH,2014-04-30
3142,600530.SH,2014-04-30
3144,600533.SH,2014-04-30
3149,600546.SH,2014-04-30
3151,600548.SH,2014-04-30
3153,600551.SH,2014-04-30
3169,600578.SH,2014-04-30
3179,600590.SH,2014-04-30
3185,600601.SH,2014-04-30
3247,600702.SH,2014-04-30
3259,600723.SH,2014-04-30
3263,600736.SH,2014-04-30
3267,600742.SH,2014-04-30
3271,600750.SH,2014-04-30
3316,600831.SH,2014-04-30
3334,600859.SH,2014-04-30
3343,600873.SH,2014-04-30
3345,600875.SH,2014-04-30
3347,600881.SH,2014-04-30
3350,600884.SH,2014-04-30
3353,600888.SH,2014-04-30
3360,600900.SH,2014-04-30
3367,600971.SH,2014-04-30
3382,600997.SH,2014-04-30
3388,601007.SH,2014-04-30
3391,601010.SH,2014-04-30
3395,601038.SH,2014-04-30
3402,601106.SH,2014-04-30
3403,601107.SH,2014-04-30
3415,601169.SH,2014-04-30
3416,601177.SH,2014-04-30
3425,601233.SH,2014-04-30
3426,601238.SH,2014-04-30
3431,601328.SH,2014-04-30
3432,601333.SH,2014-04-30
3438,601388.SH,2014-04-30
3447,601588.SH,2014-04-30
3451,601608.SH,2014-04-30
3452,601616.SH,2014-04-30
3461,601678.SH,2014-04-30
3462,601688.SH,2014-04-30
3464,601717.SH,2014-04-30
3466,601727.SH,2014-04-30
3468,601777.SH,2014-04-30
3469,601788.SH,2014-04-30
3474,601801.SH,2014-04-30
3485,601918.SH,2014-04-30
3486,601928.SH,2014-04-30
3490,601958.SH,2014-04-30
3493,601989.SH,2014-04-30
3495,601992.SH,2014-04-30
3507,603333.SH,2014-04-30
3535,000050.SZ,2015-04-30
3545,000089.SZ,2015-04-30
3551,000157.SZ,2015-04-30
3553,000301.SZ,2015-04-30
3562,000415.SZ,2015-04-30
3564,000417.SZ,2015-04-30
3568,000422.SZ,2015-04-30
3570,000425.SZ,2015-04-30
3573,000488.SZ,2015-04-30
3583,000528.SZ,2015-04-30
3590,000539.SZ,2015-04-30
3593,000543.SZ,2015-04-30
3607,000564.SZ,2015-04-30
3610,000568.SZ,2015-04-30
3611,000570.SZ,2015-04-30
3614,000589.SZ,2015-04-30
3622,000619.SZ,2015-04-30
3625,000630.SZ,2015-04-30
3627,000635.SZ,2015-04-30
3636,000666.SZ,2015-04-30
3640,000679.SZ,2015-04-30
3647,000701.SZ,2015-04-30
3652,000715.SZ,2015-04-30
3674,000761.SZ,2015-04-30
3687,000792.SZ,2015-04-30
3708,000858.SZ,2015-04-30
3715,000877.SZ,2015-04-30
3717,000883.SZ,2015-04-30
3725,000900.SZ,2015-04-30
3727,000903.SZ,2015-04-30
3734,000917.SZ,2015-04-30
3740,000937.SZ,2015-04-30
3757,000983.SZ,2015-04-30
3761,000990.SZ,2015-04-30
3763,000999.SZ,2015-04-30
3777,002014.SZ,2015-04-30
3789,002029.SZ,2015-04-30
3805,002046.SZ,2015-04-30
3811,002054.SZ,2015-04-30
3834,002087.SZ,2015-04-30
3835,002088.SZ,2015-04-30
3843,002097.SZ,2015-04-30
3851,002106.SZ,2015-04-30
3862,002122.SZ,2015-04-30
3896,002177.SZ,2015-04-30
3900,002181.SZ,2015-04-30
3924,002212.SZ,2015-04-30
3948,002244.SZ,2015-04-30
3957,002255.SZ,2015-04-30
3977,002281.SZ,2015-04-30
3982,002286.SZ,2015-04-30
3997,002308.SZ,2015-04-30
4016,002331.SZ,2015-04-30
4034,002352.SZ,2015-04-30
4037,002355.SZ,2015-04-30
4043,002365.SZ,2015-04-30
4052,002380.SZ,2015-04-30
4056,002386.SZ,2015-04-30
4062,002393.SZ,2015-04-30
4068,002399.SZ,2015-04-30
4084,002422.SZ,2015-04-30
4091,002430.SZ,2015-04-30
4134,002483.SZ,2015-04-30
4140,002491.SZ,2015-04-30
4156,002511.SZ,2015-04-30
4167,002528.SZ,2015-04-30
4173,002534.SZ,2015-04-30
4174,002535.SZ,2015-04-30
4175,002537.SZ,2015-04-30
4177,002541.SZ,2015-04-30
4181,002545.SZ,2015-04-30
4195,002560.SZ,2015-04-30
4199,002566.SZ,2015-04-30
4200,002567.SZ,2015-04-30
4209,002582.SZ,2015-04-30
4242,002623.SZ,2015-04-30
4247,002628.SZ,2015-04-30
4286,002674.SZ,2015-04-30
4365,300044.SZ,2015-04-30
4369,300048.SZ,2015-04-30
4392,300076.SZ,2015-04-30
4394,300078.SZ,2015-04-30
4395,300079.SZ,2015-04-30
4414,300102.SZ,2015-04-30
4422,300110.SZ,2015-04-30
4448,300141.SZ,2015-04-30
4462,300158.SZ,2015-04-30
4487,300186.SZ,2015-04-30
4493,300193.SZ,2015-04-30
4512,300214.SZ,2015-04-30
4613,300323.SZ,2015-04-30
4620,300330.SZ,2015-04-30
4672,600011.SH,2015-04-30
4676,600017.SH,2015-04-30
4683,600028.SH,2015-04-30
4686,600031.SH,2015-04-30
4692,600039.SH,2015-04-30
4701,600059.SH,2015-04-30
4720,600100.SH,2015-04-30
4721,600101.SH,2015-04-30
4735,600123.SH,2015-04-30
4744,600143.SH,2015-04-30
4751,600160.SH,2015-04-30
4763,600183.SH,2015-04-30
4766,600189.SH,2015-04-30
4768,600191.SH,2015-04-30
4773,600199.SH,2015-04-30
4782,600215.SH,2015-04-30
4783,600216.SH,2015-04-30
4789,600232.SH,2015-04-30
4804,600268.SH,2015-04-30
4805,600269.SH,2015-04-30
4817,600285.SH,2015-04-30
4826,600298.SH,2015-04-30
4831,600310.SH,2015-04-30
4838,600322.SH,2015-04-30
4856,600360.SH,2015-04-30
4858,600362.SH,2015-04-30
4868,600377.SH,2015-04-30
4873,600386.SH,2015-04-30
4884,600401.SH,2015-04-30
4913,600467.SH,2015-04-30
4916,600475.SH,2015-04-30
4927,600488.SH,2015-04-30
4936,600500.SH,2015-04-30
4942,600509.SH,2015-04-30
4943,600510.SH,2015-04-30
4957,600529.SH,2015-04-30
4961,600533.SH,2015-04-30
4969,600551.SH,2015-04-30
4979,600567.SH,2015-04-30
4995,600590.SH,2015-04-30
4999,600596.SH,2015-04-30
5004,600601.SH,2015-04-30
5030,600642.SH,2015-04-30
5045,600667.SH,2015-04-30
5058,600702.SH,2015-04-30
5066,600718.SH,2015-04-30
5069,600723.SH,2015-04-30
5071,600729.SH,2015-04-30
5080,600750.SH,2015-04-30
5092,600778.SH,2015-04-30
5105,600805.SH,2015-04-30
5111,600820.SH,2015-04-30
5116,600827.SH,2015-04-30
5118,600830.SH,2015-04-30
5135,600858.SH,2015-04-30
5144,600875.SH,2015-04-30
5145,600880.SH,2015-04-30
5166,600973.SH,2015-04-30
5189,601038.SH,2015-04-30
5194,601100.SH,2015-04-30
5200,601117.SH,2015-04-30
5202,601126.SH,2015-04-30
5203,601137.SH,2015-04-30
5209,601177.SH,2015-04-30
5219,601233.SH,2015-04-30
5222,601288.SH,2015-04-30
5224,601318.SH,2015-04-30
5225,601328.SH,2015-04-30
5226,601333.SH,2015-04-30
5228,601339.SH,2015-04-30
5230,601369.SH,2015-04-30
5234,601398.SH,2015-04-30
5238,601566.SH,2015-04-30
5240,601588.SH,2015-04-30
5242,601601.SH,2015-04-30
5243,601607.SH,2015-04-30
5244,601608.SH,2015-04-30
5249,601666.SH,2015-04-30
5257,601717.SH,2015-04-30
5263,601798.SH,2015-04-30
5273,601886.SH,2015-04-30
5276,601898.SH,2015-04-30
5283,601958.SH,2015-04-30
5287,601991.SH,2015-04-30
5288,601992.SH,2015-04-30
5290,601999.SH,2015-04-30
5292,603001.SH,2015-04-30
5302,603366.SH,2015-04-30
5319,000021.SZ,2016-04-30
5322,000027.SZ,2016-04-30
5324,000030.SZ,2016-04-30
5351,000100.SZ,2016-04-30
5355,000157.SZ,2016-04-30
5361,000338.SZ,2016-04-30
5362,000400.SZ,2016-04-30
5368,000417.SZ,2016-04-30
5379,000521.SZ,2016-04-30
5382,000525.SZ,2016-04-30
5383,000528.SZ,2016-04-30
5384,000530.SZ,2016-04-30
5389,000539.SZ,2016-04-30
5391,000541.SZ,2016-04-30
5404,000568.SZ,2016-04-30
5408,000581.SZ,2016-04-30
5417,000616.SZ,2016-04-30
5424,000635.SZ,2016-04-30
5425,000636.SZ,2016-04-30
5440,000683.SZ,2016-04-30
5452,000713.SZ,2016-04-30
5456,000719.SZ,2016-04-30
5457,000725.SZ,2016-04-30
5458,000726.SZ,2016-04-30
5460,000728.SZ,2016-04-30
5461,000729.SZ,2016-04-30
5466,000739.SZ,2016-04-30
5467,000748.SZ,2016-04-30
5472,000768.SZ,2016-04-30
5479,000789.SZ,2016-04-30
5482,000793.SZ,2016-04-30
5488,000816.SZ,2016-04-30
5491,000823.SZ,2016-04-30
5523,000916.SZ,2016-04-30
5524,000917.SZ,2016-04-30
5525,000919.SZ,2016-04-30
5528,000926.SZ,2016-04-30
5532,000948.SZ,2016-04-30
5534,000951.SZ,2016-04-30
5538,000965.SZ,2016-04-30
5559,002001.SZ,2016-04-30
5578,002028.SZ,2016-04-30
5595,002048.SZ,2016-04-30
5603,002060.SZ,2016-04-30
5605,002063.SZ,2016-04-30
5608,002068.SZ,2016-04-30
5625,002092.SZ,2016-04-30
5690,002194.SZ,2016-04-30
5697,002204.SZ,2016-04-30
5770,002309.SZ,2016-04-30
5781,002322.SZ,2016-04-30
5788,002331.SZ,2016-04-30
5795,002342.SZ,2016-04-30
5804,002353.SZ,2016-04-30
5813,002365.SZ,2016-04-30
5822,002376.SZ,2016-04-30
5831,002393.SZ,2016-04-30
5843,002406.SZ,2016-04-30
5845,002408.SZ,2016-04-30
5854,002422.SZ,2016-04-30
5869,002440.SZ,2016-04-30
5930,002521.SZ,2016-04-30
5934,002528.SZ,2016-04-30
5939,002534.SZ,2016-04-30
5940,002535.SZ,2016-04-30
5944,002541.SZ,2016-04-30
5963,002567.SZ,2016-04-30
5966,002574.SZ,2016-04-30
5972,002585.SZ,2016-04-30
6058,002695.SZ,2016-04-30
6095,300002.SZ,2016-04-30
6109,300020.SZ,2016-04-30
6125,300042.SZ,2016-04-30
6127,300046.SZ,2016-04-30
6128,300047.SZ,2016-04-30
6137,300057.SZ,2016-04-30
6151,300079.SZ,2016-04-30
6153,300082.SZ,2016-04-30
6188,300128.SZ,2016-04-30
6203,300147.SZ,2016-04-30
6213,300158.SZ,2016-04-30
6226,300177.SZ,2016-04-30
6239,300194.SZ,2016-04-30
6432,600011.SH,2016-04-30
6443,600028.SH,2016-04-30
6446,600031.SH,2016-04-30
6447,600033.SH,2016-04-30
6454,600050.SH,2016-04-30
6459,600056.SH,2016-04-30
6460,600060.SH,2016-04-30
6477,600098.SH,2016-04-30
6483,600108.SH,2016-04-30
6500,600138.SH,2016-04-30
6501,600141.SH,2016-04-30
6503,600150.SH,2016-04-30
6512,600166.SH,2016-04-30
6513,600168.SH,2016-04-30
6522,600183.SH,2016-04-30
6526,600189.SH,2016-04-30
6529,600192.SH,2016-04-30
6531,600196.SH,2016-04-30
6538,600210.SH,2016-04-30
6541,600216.SH,2016-04-30
6558,600266.SH,2016-04-30
6559,600267.SH,2016-04-30
6560,600268.SH,2016-04-30
6561,600269.SH,2016-04-30
6567,600277.SH,2016-04-30
6572,600284.SH,2016-04-30
6575,600289.SH,2016-04-30
6584,600308.SH,2016-04-30
6599,600335.SH,2016-04-30
6609,600361.SH,2016-04-30
6610,600362.SH,2016-04-30
6621,600382.SH,2016-04-30
6635,600409.SH,2016-04-30
6638,600416.SH,2016-04-30
6648,600439.SH,2016-04-30
6650,600449.SH,2016-04-30
6652,600456.SH,2016-04-30
6655,600460.SH,2016-04-30
6658,600467.SH,2016-04-30
6660,600469.SH,2016-04-30
6662,600475.SH,2016-04-30
6665,600479.SH,2016-04-30
6679,600500.SH,2016-04-30
6702,600533.SH,2016-04-30
6710,600551.SH,2016-04-30
6711,600557.SH,2016-04-30
6720,600567.SH,2016-04-30
6727,600578.SH,2016-04-30
6729,600582.SH,2016-04-30
6733,600587.SH,2016-04-30
6737,600592.SH,2016-04-30
6740,600596.SH,2016-04-30
6742,600598.SH,2016-04-30
6744,600600.SH,2016-04-30
6754,600616.SH,2016-04-30
6771,600640.SH,2016-04-30
6780,600657.SH,2016-04-30
6786,600665.SH,2016-04-30
6800,600690.SH,2016-04-30
6814,600718.SH,2016-04-30
6816,600720.SH,2016-04-30
6823,600742.SH,2016-04-30
6828,600755.SH,2016-04-30
6830,600757.SH,2016-04-30
6832,600761.SH,2016-04-30
6837,600776.SH,2016-04-30
6846,600795.SH,2016-04-30
6849,600801.SH,2016-04-30
6852,600805.SH,2016-04-30
6878,600858.SH,2016-04-30
6881,600863.SH,2016-04-30
6887,600875.SH,2016-04-30
6889,600880.SH,2016-04-30
6893,600886.SH,2016-04-30
6908,600969.SH,2016-04-30
6915,600982.SH,2016-04-30
6916,600983.SH,2016-04-30
6921,600992.SH,2016-04-30
6927,601006.SH,2016-04-30
6939,601058.SH,2016-04-30
6946,601107.SH,2016-04-30
6950,601117.SH,2016-04-30
6951,601126.SH,2016-04-30
6956,601168.SH,2016-04-30
6958,601179.SH,2016-04-30
6966,601231.SH,2016-04-30
6970,601318.SH,2016-04-30
6972,601333.SH,2016-04-30
6974,601339.SH,2016-04-30
6984,601566.SH,2016-04-30
6989,601607.SH,2016-04-30
6991,601616.SH,2016-04-30
7001,601717.SH,2016-04-30
7004,601777.SH,2016-04-30
7007,601798.SH,2016-04-30
7019,601890.SH,2016-04-30
7022,601928.SH,2016-04-30
7023,601929.SH,2016-04-30
7026,601965.SH,2016-04-30
7030,601988.SH,2016-04-30
7031,601991.SH,2016-04-30
7032,601992.SH,2016-04-30
7033,601996.SH,2016-04-30
7051,603100.SH,2016-04-30
7053,603123.SH,2016-04-30
7064,603366.SH,2016-04-30
7101,000026.SZ,2017-04-30
7102,000027.SZ,2017-04-30
7109,000039.SZ,2017-04-30
7114,000050.SZ,2017-04-30
7127,000100.SZ,2017-04-30
7130,000156.SZ,2017-04-30
7139,000402.SZ,2017-04-30
7140,000404.SZ,2017-04-30
7147,000421.SZ,2017-04-30
7159,000521.SZ,2017-04-30
7162,000528.SZ,2017-04-30
7172,000539.SZ,2017-04-30
7175,000543.SZ,2017-04-30
7181,000550.SZ,2017-04-30
7192,000570.SZ,2017-04-30
7195,000581.SZ,2017-04-30
7210,000623.SZ,2017-04-30
7223,000665.SZ,2017-04-30
7230,000685.SZ,2017-04-30
7235,000700.SZ,2017-04-30
7236,000701.SZ,2017-04-30
7243,000713.SZ,2017-04-30
7246,000719.SZ,2017-04-30
7249,000725.SZ,2017-04-30
7250,000726.SZ,2017-04-30
7252,000729.SZ,2017-04-30
7270,000789.SZ,2017-04-30
7271,000791.SZ,2017-04-30
7272,000792.SZ,2017-04-30
7286,000823.SZ,2017-04-30
7293,000850.SZ,2017-04-30
7297,000860.SZ,2017-04-30
7299,000869.SZ,2017-04-30
7300,000876.SZ,2017-04-30
7303,000882.SZ,2017-04-30
7304,000883.SZ,2017-04-30
7307,000888.SZ,2017-04-30
7314,000902.SZ,2017-04-30
7315,000903.SZ,2017-04-30
7323,000917.SZ,2017-04-30
7324,000919.SZ,2017-04-30
7327,000926.SZ,2017-04-30
7335,000949.SZ,2017-04-30
7341,000966.SZ,2017-04-30
7346,000979.SZ,2017-04-30
7366,002004.SZ,2017-04-30
7370,002009.SZ,2017-04-30
7383,002024.SZ,2017-04-30
7388,002029.SZ,2017-04-30
7390,002031.SZ,2017-04-30
7392,002033.SZ,2017-04-30
7395,002037.SZ,2017-04-30
7413,002056.SZ,2017-04-30
7427,002080.SZ,2017-04-30
7441,002096.SZ,2017-04-30
7444,002099.SZ,2017-04-30
7472,002144.SZ,2017-04-30
7478,002152.SZ,2017-04-30
7480,002154.SZ,2017-04-30
7502,002193.SZ,2017-04-30
7507,002202.SZ,2017-04-30
7518,002220.SZ,2017-04-30
7523,002225.SZ,2017-04-30
7562,002283.SZ,2017-04-30
7571,002296.SZ,2017-04-30
7595,002328.SZ,2017-04-30
7615,002353.SZ,2017-04-30
7633,002375.SZ,2017-04-30
7645,002391.SZ,2017-04-30
7647,002393.SZ,2017-04-30
7652,002398.SZ,2017-04-30
7659,002406.SZ,2017-04-30
7673,002422.SZ,2017-04-30
7687,002440.SZ,2017-04-30
7688,002441.SZ,2017-04-30
7695,002449.SZ,2017-04-30
7699,002454.SZ,2017-04-30
7723,002484.SZ,2017-04-30
7730,002496.SZ,2017-04-30
7749,002521.SZ,2017-04-30
7767,002546.SZ,2017-04-30
7777,002557.SZ,2017-04-30
7787,002574.SZ,2017-04-30
7826,002628.SZ,2017-04-30
7844,002649.SZ,2017-04-30
7965,300004.SZ,2017-04-30
7981,300020.SZ,2017-04-30
7984,300026.SZ,2017-04-30
7985,300027.SZ,2017-04-30
7987,300032.SZ,2017-04-30
8001,300047.SZ,2017-04-30
8024,300077.SZ,2017-04-30
8029,300083.SZ,2017-04-30
8047,300106.SZ,2017-04-30
8074,300139.SZ,2017-04-30
8081,300150.SZ,2017-04-30
8085,300154.SZ,2017-04-30
8101,300171.SZ,2017-04-30
8107,300177.SZ,2017-04-30
8139,300214.SZ,2017-04-30
8183,300263.SZ,2017-04-30
8193,300274.SZ,2017-04-30
8208,300291.SZ,2017-04-30
8219,300305.SZ,2017-04-30
8393,600006.SH,2017-04-30
8398,600011.SH,2017-04-30
8405,600020.SH,2017-04-30
8410,600027.SH,2017-04-30
8413,600030.SH,2017-04-30
8415,600033.SH,2017-04-30
8422,600051.SH,2017-04-30
8430,600061.SH,2017-04-30
